Type	Gene	PTCL-NOS1	PTCL-S90-4769	PTCL-S93-6748	PTCL-S98-1772	PTCL-SC03-4238	PTCL-SPECS-3375	PTCL-SPECS-3379	PTCL-SPECS-3390	PTCL-SPECS-3392	PTCL-SPECS-3393	Rab.pNOS.SRR1213005	Rab.pNOS.SRR1213008	Rab.pNOS.SRR1213011	Rab.pNOS.SRR1213014	Rab.pNOS.SRR1213024	Rab.pNOS.SRR1213025	Rab.pNOS.SRR1213028	Rab.pNOS.SRR1213031	Rab.pNOS.SRR1213035	Rab.pNOS.SRR1213038	Abate.SRR1522989	Abate.SRR1522990	Abate.SRR1522991	Abate.SRR1522992	Abate.SRR1522993	Abate.SRR1522994	Abate.SRR1522996	Abate.SRR1522997	Abate.SRR1522998	Abate.SRR1522999	Abate.SRR1523000	Abate.SRR1523001	Abate.SRR1523002	Abate.SRR1523003	Abate.SRR1523004	Abate.SRR1523005	Abate.SRR1523006	Abate.SRR1523007	Abate.SRR1523008	Abate.SRR1523009	Abate.SRR1523010	Abate.SRR1523011	Abate.SRR1523012	Rab.ALCL.SRR1213007	Rab.ALCL.SRR1213013	Rab.ALCL.SRR1213016	Rab.ALCL.SRR1213017	Rab.ALCL.SRR1213018	Rab.ALCL.SRR1213019	Rab.ALCL.SRR1213020	Rab.ALCL.SRR1213022	Rab.ALCL.SRR1213026	Rab.ALCL.SRR1213029	Rab.ALCL.SRR1213032	Rab.ALCL.SRR1213037	NAIVE_1	NAIVE_2	NAIVE_3	NAIVE_4	TEFF_1	TEFF_2	TEFF_3	TFH_1	TFH_2	TFH_3	AITL-5-594-7682	AITL-6-592-4180	AITL-6878	AITL-7-592-5182	AITL-CS88-172	AITL-JP116	AITL-JP188	AITL-JP29	AITL-JP31	AITL-JP87	AITL-Ly17	AITL-Ly19	AITL-Ly20	AITL-Ly21	AITL-Ly23	AITL-Ly24	AITL-Ly27	AITL-S02-9037	AITL-SC04-1774	AITL-SC04-3216	Rab.AITL.SRR1213006	Rab.AITL.SRR1213009	Rab.AITL.SRR1213010	Rab.AITL.SRR1213012	Rab.AITL.SRR1213015	Rab.AITL.SRR1213021	Rab.AITL.SRR1213023	Rab.AITL.SRR1213027	Rab.AITL.SRR1213030	Rab.AITL.SRR1213034	Rab.AITL.SRR1213036	Yoo.PAT13.RNA	Yoo.PAT1.RNA	Yoo.PAT2.RNA	Yoo.PAT3.RNA	Yoo.PAT4.RNA	Yoo.PAT5.RNA	Yoo.PAT6.RNA	Yoo.PAT7.RNA	Yoo.PAT8.RNA	Yoo.PAT9.RNA	gdTL-95-9388	Chan-12	Chan-147	Chan-148	Chan-190	Chan-454	Chan-528	Chan-53	Chan-565	Chan-579	KHYG1	NK-4955	NK-8878	NK-88-9378	NK-89-1182	NK-91-1186	NKCOD12	NK-Hk10	NK-Hk7	NK-LKK	NKYS	PBNK48h	PMIG-NK92	PRDM1-NK92	RestingNK	Fe_PD	Karpas299	L82	MAC1	SUDHL1	TS
AJ	TRAJ43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.893	0	11209.9	0	0	15604.2	0	0	0	11335.4	50642.1	654.941	357.947	0	0	6964.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2561	141.579	0	0	1651.26	5877.96	0	0	1515.88	24060	2296.64	56.863	107.648	3560.71	0	10621.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.217	2548.59	0	49.8722	5830.44	9475.31	987.669	0	2235.43	8400.99	4778.36	34.1043	111.665	2503.84	13.1831	6711.44	3529.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.19	0	0	1377.46	0	1515.88	1718.57	0	0	71.7682	1187.01	0	1327.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046.03	13424.2	3729.02	0	0	0	24021	6686.96	109.905	0	0	32.5616	6654.16	4050.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7894	2162.27	5147.35	0	4408.47	1377.46	398.819	0	13748.6	2296.64	85.2946	179.406	2373.86	0	3983.21	1637.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.688	377.469	0	0	0	4616.23	0	0	0	36797.7	8662.73	299.292	336.737	7577.43	43.6218	8226.04	14970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.4913	262.917	0	0	2538.76	0	0	0	0	2679.95	3634.18	206.998	373.536	1803.43	16.4076	1977.43	2441.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3242.41	133.762	2538.76	0	2073.17	0	2205.59	24119.5	0	103.499	249.03	1803.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5574	24.3578	1170.66	32.1766	2615.08	9527.62	0	0	862.984	18535.7	4698.15	1656.4	43.8491	3680.02	9.45212	3633.65	8009.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2214	0	0	0	2332.18	8422.49	0	0	3353.15	64807.6	1592.79	102.313	178.661	3338.41	0	8629	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.376	0	133.762	7616.28	2211.71	0	0	2205.59	24119.5	3634.18	51.7494	249.03	3606.6	16.4076	3954.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884.24	3336.68	0	0	1701.36	3940.29	2641.03	0	42.6656	0	0	1501.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2561	212.368	0	79.19	6605.05	2938.98	2754.92	1595.28	0	15467.1	2296.64	0	107.648	9494.94	9.86734	2655.48	1637.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4408.47	0	0	0	6874.29	4593.27	0	71.7682	1187.01	0	5310.95	4912.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3768.47	0	1562.58	436.603	13610.9	27582	2641.03	137.219	127.975	0	23.0554	4505.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.2697	0	16.4076	1977.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.591	0	0	0	0	0	0	0	6382.69	0	65.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5077.52	0	0	0	0	0	0	51.7494	62.2697	0	0	1977.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ	TRAJ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.4044	0	33666.5	0	0	0	0	0	1927.5	0	0	167.419	51.2141	1554.99	13.646	3427.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AV	TRAV10	1.5695	1.5695	0	0.542124	0	0.0929479	2.18081	0	1.12292	5.6824	4.52966	10.3424	13.7528	4.23386	14.5602	1.12619	6.15406	0	2.23211	14.9488	1310.36	0	2.27165	2.09014	4.04455	11.2129	1.00737	0	0	0	0	9.57368	0	0	287.605	3.0543	4.13188	0	2.54427	0	0	0	0	0	0	16.3695	15.0259	19.4142	0	1.82266	0	13.0856	4.70541	4.37655	0	78.7947	75.7146	82.7481	119.938	84.8852	68.3392	97.8341	103.378	110.877	132.102	13.2843	2.19642	0.774658	0.926001	5.16262	5.41057	1.06855	0.14616	0.991525	11.0314	1.33356	2.48613	4.48839	2.71511	0.622065	7.48938	1.53547	1.31721	0.504334	0.939958	25.4758	14.5154	21.6423	77.3555	1.51804	4.02498	12.7295	3.65639	0	6.37255	18.7437	4.40676	3.9263	5.78085	9.71965	6.62614	14.1833	5.07493	2.83885	1.12395	3.38005	0.181046	0.7652	0.897602	0	1.11033	1.49589	0.22663	0.191176	0	1.28259	0	0.116893	0.125276	0	2.09412	0.432141	0.178839	0	3.61134	1.861	0	0	0	0	0	0	0	0	0	0.133299	0.246579
AV	TRAV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52129	0	2.43848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119797	0	0.121988	0	0	0	0.143308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134672	0	0	0	0	0	0.117983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1622	0	0.329156	0
AV	TRAV1-1	0	0	0	0.814075	0.172623	0.609232	2.13293	0	0.616208	2.39001	2.10064	32.6149	10.9335	15.7077	1.80062	0	2.85396	1.52832	4.14059	15.8458	0	0	0	3.87723	0.750268	7.80004	0	1.26752	0.820137	0	0	26.6455	0	1.88513	5.67704	0	0	5.58902	2.36041	0	2.71497	0	5.51933	0	0	6.07312	1.54851	16.3698	1.86571	6.76211	0	46.525	0	4.05927	5.65012	73.2722	75.6886	69.4414	83.6492	80.0171	50.8396	97.9754	67.2928	106.139	88.337	0.0895013	1.90219	0.729379	1.10765	1.41416	4.34981	0.456932	0	0.584115	7.88874	1.56761	4.47827	4.99062	3.01265	0.861401	4.45122	2.50399	1.46474	0.285204	1.44283	16.5403	8.9754	6.6911	158.6	0	0	9.2767	1.13044	1.11177	5.91057	10.8656	6.13094	4.55208	3.57451	12.621	8.60409	7.30836	5.88377	0.877683	1.04247	9.40503	0.173271	0.411966	1.0564	0.102493	0.835378	1.00726	0.106647	0.630121	0	1.11472	0	0.219734	0	0	3.43717	1.75809	0	0	2.44385	1.40033	0	0	0	0	0	0	0.689818	0	0	0	0
AV	TRAV1-2	9.38309	9.38309	0	49.7482	0.164386	0.580802	7.12172	0	1.43124	7.24834	352.106	7.26734	12.0797	14.8751	11.0837	4.94592	9.00897	0	0	45.0179	0	0	2.99294	2.44781	0	16.0043	0.884815	1.80051	0	3.03494	0	21.8725	4.94846	0	0	0	0	182.632	8.94272	2.68084	2.5715	0	5.22767	4.18846	0	24.4427	4.39931	13.9519	0	8.00462	0	19.1561	0.826593	17.2985	0	54.826	34.2321	42.7312	81.1194	60.5231	39.79	58.0918	81.2497	69.0454	51.0676	0.866167	3.58619	1.04696	1.07214	2.53748	7.25813	0.699202	1.31935	0.55939	15.6699	1.299	7.13683	4.89963	3.66892	1.41284	6.7417	177.311	1.72429	0.728308	1.0645	107.407	10.6246	33.7944	23.2442	2.66673	0	19.9659	5.35261	4.21139	13.9932	4.11586	1.93533	11.2081	1.69252	13.6595	18.6241	8.30519	4.45753	4.98698	4.93606	11.8754	0.251596	0.295803	1.01089	0	1.69736	1.25413	1.02025	1.72304	0.0773814	1.42228	0	0.420029	0.112308	0	1.87447	1.80818	0	0	6.48814	2.56654	0	0	0	0	0	0	0	0	0	0	0
AV	TRAV12-1	0	0	9.65608	0.134942	0.350186	2.33502	30.4874	10.3473	1.84625	24.9263	17.6689	53.7902	43.4275	148.636	27.7665	2.92863	18.6707	0	75.4592	80.5249	0	0	5.90737	2.71768	8.4142	14.5795	5.23927	3.55379	6.89833	2.24635	0	67.152	2.43831	5.27877	5.29899	7.93464	0	11.7379	16.5242	0	11.4038	3.3183	0	0	3.28096	85.1371	19.5373	50.4861	0	11.8495	0	70.8932	2.44726	39.8338	3.96036	428.394	311.755	319.421	347.236	403.977	355.25	418.81	494.587	461.573	441.18	2.70617	5.91897	3.56779	5.08501	3.57264	8.84577	5.26629	0.893936	1.81911	22.5458	4.66178	11.329	13.9486	7.97966	1.6671	17.2203	9.07606	3.09499	1.97376	2.708	66.2493	37.7469	71.9135	29.1154	13.8167	26.1671	50.8365	22.1861	23.3784	45.572	15.2321	28.6492	11.4865	21.2967	53.079	25.8467	45.0795	14.8469	4.92158	13.1526	50.5409	0.313813	25.4407	6.61414	0.402605	2.32804	10.5802	2.78747	2.81516	0.105788	4.36144	0	1.30081	0.622369	0	11.4212	5.18797	0	0	15.897	7.49604	0	0	0	0	0	0	0	0	0	0	0
AV	TRAV12-2	0	0	0	1.62732	0.0681986	3.24793	9.76725	8.31525	3.97018	64.9368	38.85	28.0898	630.498	93.8086	52.0333	15.2936	21.9926	1.17772	15.9537	39.6851	0	0	3.24725	8.46539	2.31262	10.0178	2.88	2.44187	2.52799	3.70442	1.62612	63.0143	0	1.45375	1.45932	6.55548	0	4.31007	10.9216	2.18272	14.6559	0	6.38448	0	0	30.4196	38.185	34.0592	0	10.4217	0	120.026	2.69049	23.4605	13.0619	170.704	131.909	208.419	194.88	172.983	239.846	225.539	186.636	160.925	257.251	2.73866	6.39308	2.06097	2.92091	11.49	15.4258	2.57542	113.842	3.97483	65.6695	7.73244	168.759	11.8733	8.84049	11.6816	19.0568	10.7019	4.26517	3.54136	4.07373	81.938	36.3113	41.2492	244.434	8.67998	23.0143	25.3451	27.8757	208.186	6.83201	13.3968	48.8197	21.7485	14.4612	33.3454	19.8909	23.6536	103.376	100.099	25.7063	24.1583	0.663547	0.416547	4.09318	1.07278	1.67975	5.14285	3.18125	3.99901	0.391147	3.82428	0	1.49954	0.282171	0	4.11231	3.57083	1.0814	0	22.018	4.50734	0	0	0	0	0	0	0	0	0	0	0
AV	TRAV12-3	0.71559	0.71559	1.96898	0.196998	0	1.85129	10.5742	0	2.5592	33.6057	38.408	42.463	66.636	56.6839	32.056	5.02591	20.1403	0	75.7063	55.2764	0	0	4.05512	6.84036	4.33195	18.7652	8.09212	6.70863	3.15691	2.31301	4.05885	39.3214	0	5.4429	7.28499	5.45423	0	2.68951	18.1738	2.72407	18.2908	0	0	4.2562	6.75665	46.7539	20.8621	51.9844	5.3862	13.0145	0	54.5045	5.87973	31.2503	5.43718	265.494	161.967	240.509	198.808	244.84	252.273	332.092	327.559	316.542	340.459	2.36148	39.1439	24.7489	24.7904	7.11216	13.3634	6.28771	0.668161	14.0513	47.82	4.55652	14.1329	17.5504	7.43404	3.88914	11.2347	7.18644	3.82181	6.54701	6.14299	63.6676	25.9114	34.3409	101.748	8.12957	12.5737	46.2585	5.43918	14.9782	59.722	439.155	19.6663	11.3894	67.076	48.5815	24.8395	12.6593	3.39722	1.68921	10.0318	42.236	0.677421	2.69672	3.68687	0.794583	3.13644	8.30535	0.310109	2.88012	0.0784031	4.68294	0.258355	0.957778	0.227693	0	16.8669	4.45137	0.934959	0	12.3618	4.97521	0	0	0	0	0	0	0	0.119651	0	0	0
AV	TRAV13-1	1.23441	1.23441	0	6.35491	0.513979	2.37356	27.9551	0	3.19515	52.9528	63.86	646.225	62.0447	606.448	61.3079	7.62109	50.8998	0	32.7275	84.3006	0	0	7.68628	9.42949	5.474	39.5205	14.7701	20.0371	3.98918	13.6397	0	205.068	2.11626	9.1631	2.29955	6.88662	0	0	48.7616	3.43946	26.3935	8.64005	10.0605	1339.19	2.84598	66.4648	64.0222	47.774	6.80618	22.6127	0	100.851	7.42983	17.2764	20.6118	406.21	319.853	262.861	379.305	369.479	262.416	528.106	503.325	567.532	546.624	2.30407	11.0786	3.62038	4.33647	10.011	16.573	4.06495	6.57787	1.76855	111.53	7.592	12.4668	24.3873	13.8631	5.38494	22.1261	25.5837	8.30424	2.21438	8.86636	74.7059	98.2276	51.5308	121.685	23.9699	47.6657	109.729	28.8671	14.8712	2821.02	36.9954	909.544	29.891	16.2999	120.586	37.3666	142.193	51.514	5.33636	19.0147	36.2159	1.06564	1.2007	6.04566	1.07967	4.03687	14.4224	2.99255	4.30814	0.0946148	5.96679	0	1.16031	0.276889	0	12.1692	2.54681	4.15709	0	36.4849	7.65342	0	0	0	0	0	0	0.268716	0	11.5026	0	0.135399
AV	TRAV13-2	0.487506	0.487506	5.6168	0.937769	0.0791704	0	4.57923	0	36.934	14.8551	9.54109	26.1418	14.898	21.4033	16.3568	3.79547	6.04924	0	26.3292	50.3802	0	0	4.78492	5.2831	12.9493	17.7139	0	5.75707	4.47007	1.45562	0	33.8966	0	6.8518	1.71951	0	0	2.53927	19.3034	0	2.467	4.30713	5.01522	0	0	16.5505	42.2	20.8184	6.77925	15.3567	0	33.0756	7.13613	12.906	5.13256	176.786	129.914	97.4765	125.34	180.306	55.5893	180.142	166.43	190.662	164.756	1.09771	8.88432	3.03626	3.34504	3.59777	5.90147	1.77349	0.638065	16.5565	22.1659	3.86135	10.2811	8.90245	3.54647	4.19922	9.42993	6.14128	7.70628	1.67297	1.54617	51.5149	20.3831	22.2867	132.066	5.11608	18.6517	29.1112	16.4302	10.0993	13.4229	13.8184	16.708	14.0594	8.92947	31.1191	21.2147	485.968	12.8276	1.59457	8.52277	72.6199	0.98128	5.2441	2.443	0.473579	4.0513	3.73269	0.69023	1.66578	0.523473	3.43721	0.368629	1.52125	0.325197	0.924808	7.68572	5.11142	0	0.112811	15.6656	3.01878	1.99493	0	0.48633	2.00613	0	0.139243	0	0.570667	0	0.232205	0.752828
